Facility,Region,County,Y,X,MMBTU_potential,Type,Type_Num
Rose Farm,Washington,Wayne,35.3161,-78.2014,4049,Swine - Feeder to Finish,3
Running W Farm,Washington,Lenoir,35.0993,-77.659081,4031,Swine - Feeder to Finish,3
Oakland Farms,Winston-Salem,Randolph,35.6992,-79.6233,4001,Swine - Feeder to Finish,3
P.M. Farm,Fayetteville,Sampson,34.880494,-78.342133,3997,Swine - Feeder to Finish,3
Rossie Bullock Farm,Wilmington,Columbus,34.3417,-78.8889,3984,Swine - Feeder to Finish,3
"Owen Farm, Inc.",Wilmington,Columbus,34.3806,-78.2939,3984,Swine - Feeder to Finish,3
Graham Farms,Fayetteville,Bladen,34.421113,-78.381755,3984,Swine - Feeder to Finish,3
Lola Sealey Rouse # 3,Fayetteville,Robeson,34.482286,-78.995794,3984,Swine - Feeder to Finish,3
Harold Pait Farm,Fayetteville,Bladen,34.59211,-78.723167,3984,Swine - Feeder to Finish,3
Wayne Sanderson Farm,Fayetteville,Sampson,34.723905,-78.251286,3984,Swine - Wean to Feeder,2
Marshall Livestock,Fayetteville,Sampson,34.757302,-78.330761,3984,Swine - Wean to Feeder,2
Hunter Farms,Wilmington,Duplin,34.7772,-77.7717,3984,Swine - Feeder to Finish,3
David Merritt Farm,Fayetteville,Sampson,34.881391,-78.207197,3984,Swine - Feeder to Finish,3
Michael Spell Hog Farm,Fayetteville,Sampson,34.908869,-78.315925,3984,Swine - Feeder to Finish,3
Ronald Peterson and Sons 1-4,Fayetteville,Sampson,34.90988,-78.283166,3984,Swine - Feeder to Finish,3
Simmons Hog Farm,Fayetteville,Sampson,34.92335,-78.400713,3984,Swine - Feeder to Finish,3
Jason Pearson Farm,Fayetteville,Sampson,34.93734,-78.315006,3984,Swine - Feeder to Finish,3
Herman Davis Houston Farm,Wilmington,Duplin,34.9486,-77.8433,3984,Swine - Farrow to Wean,1
J & B Farm,Fayetteville,Sampson,35.003086,-78.197536,3984,Swine - Feeder to Finish,3
Laurel Lake Farm,Fayetteville,Sampson,35.005508,-78.464769,3984,Swine - Wean to Feeder,2
"MAP Farm, LLC",Wilmington,Duplin,35.0264,-77.915,3984,Swine - Feeder to Finish,3
Joshua Coombs Farms LLC 5-8,Fayetteville,Sampson,35.071327,-78.185844,3984,Swine - Wean to Feeder,2
"Joshua Coombs Farm, LLC",Fayetteville,Sampson,35.072641,-78.189081,3984,Swine - Feeder to Finish,3
Jimmy Goodman Farm,Wilmington,Duplin,35.0731,-77.9814,3984,Swine - Feeder to Finish,3
Glenn Peterson Farm,Fayetteville,Sampson,35.087561,-78.249452,3984,Swine - Feeder to Finish,3
Luther Y. Ivey Farm,Wilmington,Duplin,35.0903,-77.9903,3984,Swine - Feeder to Finish,3
Keith Pate Farm,Wilmington,Duplin,35.1092,-78.0506,3984,Swine - Feeder to Finish,3
Glenn D. Jones Farm,Fayetteville,Sampson,35.119002,-78.395622,3984,Swine - Farrow to Wean,1
Billy Lockamy Farm,Fayetteville,Sampson,35.122242,-78.358497,3984,Swine - Farrow to Wean,1
T&T Farms,Fayetteville,Sampson,35.125692,-78.25425,3984,Swine - Feeder to Finish,3
N&N Lucas,Fayetteville,Sampson,35.130194,-78.225744,3984,Swine - Wean to Feeder,2
Waters Bros. LLC # 2,Fayetteville,Sampson,35.1311,-78.2353,3984,Swine - Feeder to Finish,3
Darden Farms Finishing,Fayetteville,Sampson,35.132269,-78.35715,3984,Swine - Feeder to Finish,3
Ben Warwick Farm,Fayetteville,Sampson,35.141017,-78.3455,3984,Swine - Feeder to Finish,3
Carr Farms,Fayetteville,Sampson,35.153327,-78.318566,3984,Swine - Feeder to Finish,3
Danny K. Bass Farm 21-24,Fayetteville,Sampson,35.167975,-78.27603,3984,Swine - Feeder to Finish,3
Loblolly Farm,Fayetteville,Moore,35.348368,-79.54136,3984,Swine - Feeder to Finish,3
Terry Barefoot Farm,Raleigh,Johnston,35.39191,-78.374855,3984,Swine - Feeder to Finish,3
Carol J. Lee Farm,Raleigh,Johnston,35.4042,-78.4222,3984,Swine - Feeder to Finish,3
Key Farm,Fayetteville,Moore,35.474744,-79.594513,3984,Swine - Wean to Feeder,2
P-2333 Houses 17-20,Wilmington,Duplin,34.9967,-77.9036,3984,Swine - Feeder to Finish,3
Hairr II,Wilmington,Pender,34.5925,-78.1428,3946,Multiple,7
Farrowood #2,Wilmington,Duplin,35.0214,-78.0322,3946,Multiple,7
Thurman Jessup Farm,Raleigh,Chatham,35.6053,-79.5319,3930,Swine - Farrow to Wean,1
Ray Pate Farm,Fayetteville,Sampson,35.144088,-78.291833,3928,Swine - Feeder to Finish,3
Peters Creek Farm (Sow),Fayetteville,Bladen,34.836377,-78.507916,3921,Multiple,7
Sykes Farm # 1,Raleigh,Nash,36.0008,-78.0839,3911,Swine - Feeder to Finish,3
Howard Robinson,Wilmington,Brunswick,34.1208,-78.1139,3902,Swine - Feeder to Finish,3
Pineland Farms,Fayetteville,Robeson,34.537992,-79.316325,3902,Swine - Feeder to Finish,3
Kenneth Autry Farm,Fayetteville,Bladen,34.6828,-78.493605,3902,Swine - Farrow to Wean,1
Clayton Davis Farm,Wilmington,Duplin,34.7492,-78.1392,3902,Swine - Wean to Feeder,2
Elston Farms,Wilmington,Duplin,34.7544,-77.7767,3902,Swine - Feeder to Finish,3
Sidney Cavenaugh Farm,Wilmington,Duplin,34.7611,-77.6869,3902,Swine - Feeder to Finish,3
Juniper Ridge Farm,Wilmington,Duplin,34.7783,-77.6972,3902,Swine - Farrow to Feeder,4
A J Farms LLC Farm,Wilmington,Duplin,34.79,-78.1,3902,Swine - Farrow to Wean,1
King Farms K-7,Wilmington,Duplin,34.7917,-77.9414,3902,Swine - Feeder to Finish,3
King Farms K-8,Wilmington,Duplin,34.8147,-77.715,3902,Swine - Feeder to Finish,3
James David Batts Farm,Wilmington,Duplin,34.8581,-77.7522,3902,Swine - Farrow to Finish,5
Mark Davis I,Wilmington,Duplin,34.8767,-78.0767,3902,Swine - Wean to Feeder,2
Register Farm,Fayetteville,Sampson,34.877133,-78.270747,3902,Swine - Wean to Feeder,2
Bobby Brown Farm,Wilmington,Duplin,34.8894,-77.9225,3902,Swine - Feeder to Finish,3
Next Generation 2,Wilmington,Duplin,34.9267,-77.685,3902,Swine - Feeder to Finish,3
Tripp Quinn Farm,Wilmington,Duplin,34.9936,-77.8403,3902,Swine - Feeder to Finish,3
BLT Farms,Wilmington,Duplin,34.99547,-77.890355,3902,Swine - Farrow to Wean,1
R & J Farms 13-16,Fayetteville,Sampson,34.99805,-78.264236,3902,Swine - Feeder to Finish,3
Timothy Houston / Farm #404,Washington,Jones,35.0022,-77.7119,3902,Swine - Feeder to Finish,3
Harold Smith Farm,Wilmington,Duplin,35.0258,-77.8006,3902,Swine - Farrow to Wean,1
Roy Wood Jr. Farm,Fayetteville,Hoke,35.03112,-79.331069,3902,Swine - Feeder to Finish,3
The Pete Smith Farm,Wilmington,Duplin,35.055,-77.7883,3902,Swine - Feeder to Finish,3
Oak Branch Farm 3-6,Fayetteville,Sampson,35.083511,-78.598378,3902,Swine - Feeder to Finish,3
Patterson Farm,Wilmington,Duplin,35.0839,-77.8186,3902,Swine - Feeder to Finish,3
Bluetick Farm,Wilmington,Duplin,35.086466,-77.925455,3902,Swine - Feeder to Finish,3
William Wilson Farm TDM #7,Fayetteville,Sampson,35.089922,-78.269952,3902,Swine - Wean to Feeder,2
White Flash Hog Farm,Wilmington,Duplin,35.1172,-77.9214,3902,Swine - Wean to Feeder,2
Pickett's Pigs,Wilmington,Duplin,35.1253,-77.88,3902,Swine - Feeder to Finish,3
Uzzell Bros. Swine,Wilmington,Duplin,35.1258,-77.8764,3902,Swine - Feeder to Finish,3
Warren Farming Company-McLamb Farm,Fayetteville,Sampson,35.126217,-78.296514,3902,Swine - Feeder to Finish,3
Herbert G Bowden Farm,Fayetteville,Sampson,35.164083,-78.324188,3902,Swine - Feeder to Finish,3
3D Farm TDM #16,Fayetteville,Sampson,35.165847,-78.438066,3902,Swine - Farrow to Wean,1
Kilpatrick Homestead Farm,Washington,Wayne,35.1786,-77.9686,3902,Swine - Farrow to Wean,1
Stillwater Farm,Washington,Jones,35.2011,-77.4767,3902,Swine - Feeder to Finish,3
Joseph Jennette Farm,Washington,Wayne,35.2286,-78.1372,3902,Swine - Feeder to Finish,3
Owen Jackson Farm,Washington,Wayne,35.2353,-78.0433,3902,Swine - Feeder to Finish,3
George Hall Farm,Washington,Wayne,35.2394,-78.0364,3902,Swine - Feeder to Finish,3
John Dunn Farm,Washington,Wayne,35.271,-78.295295,3902,Swine - Farrow to Wean,1
Jay Weaver Farm,Washington,Wayne,35.2792,-78.2006,3902,Swine - Farrow to Wean,1
James Sutton Farm,Washington,Wayne,35.2797,-77.8292,3902,Swine - Wean to Feeder,2
"Wiggins Farm, Inc.",Washington,Lenoir,35.2836,-77.8228,3902,Swine - Feeder to Finish,3
Grantham Farms 2,Washington,Wayne,35.3133,-78.2244,3902,Swine - Wean to Feeder,2
Eldridge Westbrook Farm,Raleigh,Johnston,35.3214,-78.289,3902,Swine - Feeder to Finish,3
Uzzell Swine Farm,Washington,Wayne,35.3289,-77.8456,3902,Swine - Feeder to Finish,3
"Carolina Family Farms, LLC",Washington,Wayne,35.3333,-78.1692,3902,Swine - Farrow to Feeder,4
Daryl Anderson Farm,Washington,Wayne,35.3583,-77.8367,3902,Swine - Farrow to Wean,1
J&M Hog Farm Inc,Raleigh,Johnston,35.3775,-78.4156,3902,Swine - Feeder to Finish,3
Kim Gray Farm,Washington,Wayne,35.3842,-77.8719,3902,Swine - Feeder to Finish,3
Owen Kornegay Farm,Raleigh,Johnston,35.385694,-78.177169,3902,Swine - Farrow to Wean,1
Roland Gray Farm,Washington,Wayne,35.3883,-77.8714,3902,Swine - Feeder to Finish,3
Chris Creech Farm,Washington,Wayne,35.42,-77.8233,3902,Swine - Feeder to Finish,3
Danny Kornegay Farm,Raleigh,Johnston,35.423767,-78.177866,3902,Swine - Feeder to Finish,3
Toby Roberts Farm,Washington,Wayne,35.4278,-77.8492,3902,Swine - Feeder to Finish,3
Polly Smith Farm,Washington,Wayne,35.4481,-78.0783,3902,Swine - Feeder to Finish,3
River Land,Washington,Wayne,35.4578,-78.0675,3902,Swine - Boar/Stud,8
M & J Farm 1,Washington,Pitt,35.4628,-77.245761,3902,Swine - Feeder to Finish,3
Nathan Smith Farm,Washington,Greene,35.4728,-77.7922,3902,Swine - Feeder to Finish,3
Della Ginn Farm,Washington,Greene,35.4758,-77.7425,3902,Swine - Feeder to Finish,3
J&J Farms,Wilmington,Duplin,34.85,-77.7847,3902,Swine - Feeder to Finish,3
Double J Farm,Washington,Lenoir,35.288,-77.82725,3902,Swine - Wean to Feeder,2
"Baby ""A"" Farm",Washington,Lenoir,35.3133,-77.46897,3902,Swine - Farrow to Feeder,4
C&G Hog Farm,Washington,Wayne,35.4731,-78.0928,3902,Swine - Farrow to Wean,1
Greenwood Nurseries,Fayetteville,Sampson,34.733591,-78.363727,3900,Swine - Feeder to Finish,3
"Shady Branch Farms, LLC Quwhiffle",Fayetteville,Sampson,34.818638,-78.21666,3900,Swine - Feeder to Finish,3
"Ralph Britt Nurseries Sites 1, 2 & 3",Wilmington,Duplin,35.1267,-78.0708,3900,Swine - Wean to Feeder,2
VF Farms LLC,Raleigh,Edgecombe,35.8315,-77.5952,3895,Swine - Feeder to Finish,3
Herring Pork Producers,Wilmington,Duplin,35.1075,-77.8697,3890,Swine - Feeder to Finish,3
Next Generation 1,Wilmington,Duplin,34.9108,-77.7397,3875,Swine - Farrow to Wean,1
Ezzell Farm,Fayetteville,Sampson,34.826069,-78.228939,3854,Swine - Feeder to Finish,3
"Seawright Farms, Inc.",Wilmington,Columbus,34.11,-78.74,3853,Multiple,7
Lisbon Sow Farm #1,Fayetteville,Bladen,34.498938,-78.541336,3853,Multiple,7
Van Eden Farms,Wilmington,Pender,34.61,-77.9333,3853,Multiple,7
"Green Meadows Farms, Inc.",Wilmington,Onslow,34.6636,-77.6186,3853,Multiple,7
Singletary Sow Farm,Fayetteville,Bladen,34.756975,-78.737366,3853,Multiple,7
Southern Cross Farm,Fayetteville,Sampson,34.793608,-78.275555,3853,Multiple,7
Squire's Sow Complex,Fayetteville,Bladen,34.841658,-78.770872,3853,Multiple,7
Eco Systems I (Sows),Wilmington,Duplin,35.0361,-77.9944,3853,Multiple,7
"Heritage Farms of North Carolina, LLC",Wilmington,Duplin,35.068112,-78.011137,3853,Multiple,7
Hairr I Sow Farm,Wilmington,Duplin,35.0683,-78.0167,3853,Multiple,7
Oakwood Sow Farm,Washington,Craven,35.3139,-77.233566,3853,Multiple,7
Evans & Sons Topping,Washington,Pitt,35.6296,-77.589396,3848,Swine - Wean to Finish,6
"Sasser's Mill Livestock, Inc.",Washington,Jones,35.1417,-77.4417,3812,Multiple,7
Robert L. Cox Farm (Griffin Farm),Washington,Jones,34.993099,-77.56488,3794,Swine - Wean to Feeder,2
Stantonsburg Farm,Washington,Greene,35.5917,-77.7722,3784,Multiple,7
Belvidere Farms,Washington,Perquimans,36.2475,-76.5542,3752,Multiple,7
Johnson Livestock,Raleigh,Edgecombe,35.9098,-77.6965,3726,Swine - Wean to Finish,6
Sam Worthington Farm,Washington,Pitt,35.5717,-77.214719,3719,Swine - Feeder to Finish,3
Huneycutt Pig Farms,Mooresville,Stanly,35.3083,-80.375,3709,Multiple,7
Gene Matthis Farm,Fayetteville,Sampson,34.905227,-78.313136,3672,Swine - Feeder to Finish,3
Creekside and Rhode Hog Farms,Wilmington,Duplin,34.9439,-77.8142,3672,Swine - Feeder to Finish,3
Reginald Strickland Farm,Fayetteville,Sampson,35.212805,-78.257122,3672,Swine - Feeder to Finish,3
R.M. Jackson Farm,Fayetteville,Sampson,35.187836,-78.53318,3659,Swine - Feeder to Finish,3
P&J Farms,Fayetteville,Sampson,35.231363,-78.281555,3659,Swine - Feeder to Finish,3
B.W. Barwick Farms LLC,Wilmington,Duplin,35.0203,-78.0161,3636,Multiple,7
Weston Hog Farm,Washington,Jones,35.0036,-77.6492,3631,Swine - Feeder to Finish,3
Morris Parks Farm,Washington,Wayne,35.1783,-77.9481,3631,Swine - Feeder to Finish,3
Pat Herring Farms,Washington,Wayne,35.2875,-78.0917,3618,Swine - Feeder to Finish,3
Lena Lowe Farm,Washington,Hertford,36.263051,-76.728872,3610,Swine - Farrow to Wean,1
Rawls Farms,Wilmington,Onslow,34.68,-77.5617,3577,Swine - Wean to Feeder,2
Cypress Creek Farm,Wilmington,Duplin,34.7614,-77.6989,3577,Swine - Feeder to Finish,3
Norwood Davis Farm,Wilmington,Onslow,34.7633,-77.6056,3577,Swine - Wean to Feeder,2
Terry Brinson Farm,Wilmington,Onslow,34.9103,-77.6042,3577,Swine - Wean to Feeder,2
"M & A Farm, LLC",Wilmington,Duplin,35.0303,-77.9153,3577,Swine - Feeder to Finish,3
Thomas Stroud Farm,Wilmington,Duplin,35.099165,-77.791506,3577,Swine - Wean to Feeder,2
Donald E. Taylor Farm,Washington,Lenoir,35.1166,-77.630926,3577,Swine - Feeder to Finish,3
James Braxton Rouse Farm,Washington,Lenoir,35.1813,-77.82763,3577,Swine - Feeder to Finish,3
"Rouse Farming, Inc.",Washington,Lenoir,35.1826,-77.827856,3577,Swine - Feeder to Finish,3
Craven Farms,Winston-Salem,Randolph,35.6328,-79.575,3577,Swine - Feeder to Finish,3
Maxine Houston Heath Farm,Washington,Jones,35.0036,-77.7214,3577,Swine - Feeder to Finish,3
"Bear Creek Farm, LLC",Washington,Lenoir,35.2414,-77.76829,3577,Swine - Feeder to Finish,3
Tommy McCoy Livestock,Washington,Craven,35.2412,-77.283879,3562,Swine - Feeder to Finish,3
Strother Swine Farms Unit 5 - Nash Pig Farm,Raleigh,Nash,35.931487,-77.945636,3527,Swine - Farrow to Wean,1
Ronnie Carter #2 Farm,Fayetteville,Sampson,34.652594,-78.20218,3496,Swine - Wean to Feeder,2
Mott Farm Site #2,Fayetteville,Sampson,34.671075,-78.265883,3496,Swine - Wean to Feeder,2
Carl Riley Farm,Fayetteville,Sampson,34.683813,-78.206444,3496,Swine - Feeder to Finish,3
"Steed's Farms, Inc.",Fayetteville,Sampson,34.689269,-78.280452,3496,Swine - Feeder to Finish,3
FMC Farm,Wilmington,Pender,34.693892,-77.985361,3496,Swine - Feeder to Finish,3
George McGill,Fayetteville,Sampson,34.719583,-78.170602,3496,Swine - Feeder to Finish,3
H. Cavenaugh Farm,Wilmington,Duplin,34.75,-77.825,3496,Swine - Wean to Feeder,2
Errol Quinn,Wilmington,Duplin,34.9167,-78.0083,3496,Swine - Feeder to Finish,3
William Powell Farm #2,Fayetteville,Sampson,34.685861,-78.217555,3469,Swine - Feeder to Finish,3
Oscar Autry Farm,Fayetteville,Bladen,34.686869,-78.499072,3469,Swine - Feeder to Finish,3
Joseph Casey Farm,Fayetteville,Sampson,35.169955,-78.335302,3469,Swine - Farrow to Wean,1
Roger Johnson Swine Farm,Washington,Greene,35.3847,-77.7319,3455,Swine - Farrow to Finish,5
NC Farm Partnership #2,Raleigh,Warren,36.5208,-78.2494,3417,Multiple,7
"Porkberry Farms, LLC",Fayetteville,Sampson,34.672491,-78.272236,3388,Swine - Farrow to Wean,1
KBA Naylor Farm,Fayetteville,Sampson,35.104522,-78.446191,3388,Swine - Wean to Feeder,2
South Pork,Washington,Lenoir,35.1143,-77.665059,3388,Swine - Feeder to Finish,3
Jack McLean Farm,Fayetteville,Robeson,34.639692,-79.311294,3382,Swine - Feeder to Finish,3
Lassiter Swine Farm,Raleigh,Johnston,35.4767,-78.4633,3381,Swine - Feeder to Finish,3
South River Farm,Fayetteville,Bladen,34.724577,-78.402516,3360,Swine - Feeder to Finish,3
Jumping Run Branch Farm,Fayetteville,Sampson,34.859825,-78.325036,3360,Swine - Wean to Feeder,2
Honeycutt Farms,Fayetteville,Sampson,34.874681,-78.238792,3360,Swine - Feeder to Finish,3
Ivey K. Peterson Farm,Fayetteville,Sampson,34.896011,-78.285524,3360,Swine - Feeder to Finish,3
R & K Jarman Farms 4-7,Wilmington,Duplin,34.8972,-77.8133,3360,Swine - Feeder to Finish,3
H. Mark Pearson Farm,Fayetteville,Sampson,34.937331,-78.314042,3360,Swine - Wean to Feeder,2
Robert Allen Thornton Farm,Fayetteville,Sampson,35.11755,-78.376244,3360,Swine - Feeder to Finish,3
Lewis G. Smith Farm,Wilmington,Duplin,35.1264,-77.9328,3360,Swine - Feeder to Finish,3
G & C Swine Farm,Fayetteville,Sampson,35.154705,-78.258255,3360,Swine - Feeder to Finish,3
Roger Barwick Farm,Wilmington,Duplin,35.1803,-78.0028,3360,Swine - Wean to Feeder,2
J. Sullivan & Son Farm,Fayetteville,Sampson,35.200566,-78.191991,3360,Swine - Feeder to Finish,3
"MAC Farms, LLC",Washington,Wayne,35.207866,-78.145602,3360,Swine - Feeder to Finish,3
B&L Farms,Fayetteville,Sampson,35.216161,-78.52493,3360,Swine - Feeder to Finish,3
Shelton Keith Jackson Farm,Raleigh,Johnston,35.291383,-78.315679,3360,Swine - Wean to Feeder,2
Sammy Britt Farm houses 7-10,Raleigh,Johnston,35.2925,-78.3153,3360,Swine - Feeder to Finish,3
"R & B Allen Farms, Inc.",Raleigh,Johnston,35.364269,-78.385651,3360,Swine - Feeder to Finish,3
James E. King Farm,Wilmington,Duplin,34.8806,-77.9064,3360,Swine - Farrow to Wean,1
Farm P-24,Fayetteville,Bladen,34.647688,-78.792986,3351,Swine - Wean to Feeder,2
Stafford Farm,Fayetteville,Sampson,34.815566,-78.386316,3341,Swine - Feeder to Finish,3
Randy Kennedy Farm,Wilmington,Duplin,34.9967,-77.7911,3339,Swine - Wean to Feeder,2
Boyd Barfield Farm 1&2,Wilmington,Duplin,35.1119,-77.9747,3339,Swine - Feeder to Finish,3
John Melvin Farm,Fayetteville,Sampson,34.688622,-78.226314,3333,Swine - Feeder to Finish,3
Naylor Swine 1&2 (Norshan Finishing),Fayetteville,Sampson,35.113738,-78.4547,3333,Swine - Feeder to Finish,3
Coastal Farms,Wilmington,Pender,34.475,-77.8625,3317,Swine - Feeder to Finish,3
Double S Farm,Fayetteville,Bladen,34.481241,-78.781591,3317,Swine - Feeder to Finish,3
Fennell Farms # 2,Wilmington,Pender,34.4917,-77.9639,3317,Swine - Feeder to Finish,3
Black Farms of Pender County,Wilmington,Pender,34.4928,-78.1408,3317,Swine - Feeder to Finish,3
Joel Robbins Finishers,Fayetteville,Bladen,34.50985,-78.518522,3317,Swine - Feeder to Finish,3
"Beaver Branch Farms, LLC",Wilmington,Pender,34.6125,-78.025,3317,Swine - Feeder to Finish,3
Dewayne Silance Farm,Wilmington,Onslow,34.7208,-77.5319,3317,Swine - Feeder to Finish,3
Mears Branch Farm,Wilmington,Duplin,34.7369,-78.125,3317,Swine - Feeder to Finish,3
Vaden Bond Farm 2,Wilmington,Duplin,34.739664,-77.781349,3317,Swine - Feeder to Finish,3
Little Brook Hog Farm,Wilmington,Duplin,34.7642,-77.7517,3317,Swine - Feeder to Finish,3
"Homestead Farms, Inc #2",Wilmington,Duplin,34.822327,-78.159799,3317,Swine - Wean to Feeder,2
Oneal Gurganus Farm,Wilmington,Onslow,34.8272,-77.6306,3317,Swine - Feeder to Finish,3
Norman Farms 2,Wilmington,Duplin,34.835,-77.8875,3317,Swine - Farrow to Wean,1
Hunter Farms,Wilmington,Duplin,34.8369,-77.7056,3317,Swine - Feeder to Finish,3
King & Sons Farm,Wilmington,Duplin,34.8381,-77.9634,3317,Swine - Feeder to Finish,3
Virginia Farm,Wilmington,Duplin,34.8389,-77.9186,3317,Swine - Feeder to Finish,3
Jared & Shayne Farm,Wilmington,Duplin,34.84,-77.7575,3317,Swine - Feeder to Finish,3
Sloan Brothers,Wilmington,Duplin,34.8447,-77.7072,3317,Swine - Feeder to Finish,3
Hog Heaven,Wilmington,Duplin,34.8486,-77.9019,3317,Swine - Wean to Feeder,2
Brinson II,Wilmington,Onslow,34.9353,-77.5389,3317,Swine - Feeder to Finish,3
Brinson Farm,Wilmington,Onslow,34.9431,-77.6106,3317,Swine - Feeder to Finish,3
George Farrior #1&2,Wilmington,Duplin,34.9433,-77.92,3317,Swine - Farrow to Wean,1
Bert Hall Farm,Wilmington,Onslow,34.9494,-77.5583,3317,Swine - Feeder to Finish,3
L&D Farms,Wilmington,Duplin,34.9656,-77.8456,3317,Swine - Feeder to Finish,3
Morris Kennedy #2,Wilmington,Duplin,34.976261,-77.784362,3317,Swine - Feeder to Finish,3
Sherall Houston Farm,Washington,Jones,34.9814,-77.6769,3317,Swine - Farrow to Wean,1
Ward Baker Farm,Wilmington,Duplin,34.9817,-77.7736,3317,Swine - Feeder to Finish,3
Brian Kennedy # 2,Wilmington,Duplin,34.9858,-77.7153,3317,Swine - Feeder to Finish,3
Cattle Pride Farm,Fayetteville,Sampson,35.043608,-78.523381,3317,Swine - Feeder to Finish,3
4-H Farm,Fayetteville,Sampson,35.058867,-78.572969,3317,Swine - Feeder to Finish,3
Singley & Son Farm,Fayetteville,Sampson,35.060516,-78.549066,3317,Swine - Feeder to Finish,3
Kornegay Acres Hog Farm,Wilmington,Duplin,35.0867,-77.8697,3317,Swine - Feeder to Finish,3
H&H Farms,Wilmington,Duplin,35.1158,-77.9789,3317,Swine - Feeder to Finish,3
Mickey Stroud Farm #1 & #2,Wilmington,Duplin,35.1186,-77.8292,3317,Swine - Feeder to Finish,3
Robert Jackson Farm,Fayetteville,Sampson,35.140152,-78.483355,3317,Swine - Feeder to Finish,3
Kornegay Brothers,Wilmington,Duplin,35.15443,-77.82186,3317,Swine - Feeder to Finish,3
Ronald Wooten Farm,Fayetteville,Sampson,35.252088,-78.461472,3317,Swine - Farrow to Wean,1
Shelton Keene  Farm 1,Washington,Wayne,35.2653,-78.2342,3317,Swine - Feeder to Finish,3
J&C Farm,Washington,Wayne,35.28253,-78.28981,3317,Swine - Feeder to Finish,3
Shelton Keene  Farm 2,Washington,Wayne,35.2833,-78.2297,3317,Swine - Feeder to Finish,3
Vance Perkins Farms,Washington,Wayne,35.346713,-78.104175,3317,Swine - Feeder to Finish,3
David Stocks Farm LLC,Washington,Craven,35.3701,-77.302442,3317,Swine - Farrow to Wean,1
Warters Isolation,Washington,Greene,35.3903,-77.7906,3317,Swine - Feeder to Finish,3
Bruce Howell Farm,Washington,Wayne,35.4219,-78.0325,3317,Swine - Farrow to Finish,5
Earnest Ray Carter Farm,Wilmington,Duplin,34.9292,-77.7458,3317,Swine - Feeder to Finish,3
New Ground Farm,Wilmington,Duplin,34.9786,-77.7808,3317,Swine - Feeder to Finish,3
D&E Swine Farm,Washington,Jones,35.0375,-77.6297,3317,Swine - Farrow to Feeder,4
Bobcat Farm,Fayetteville,Sampson,34.78081,-78.249548,3288,Swine - Feeder to Finish,3
P-12 A-D,Fayetteville,Sampson,34.845802,-78.456066,3288,Swine - Feeder to Finish,3
Blue Farm & White Farm,Fayetteville,Hoke,34.914505,-79.3175,3288,Swine - Feeder to Finish,3
"Sarem Farms, Inc.",Washington,Gates,36.475,-76.7856,3288,Swine - Feeder to Finish,3
"Gillette Farm #1, # 2",Wilmington,Onslow,34.8219,-77.485,3285,Swine - Feeder to Finish,3
Whitney Farm & Earnest R. Kennedy Farm,Wilmington,Duplin,35.0025,-77.7656,3285,Swine - Wean to Feeder,2
Michael Rose Hog Farm,Washington,Wayne,35.4461,-78.0914,3285,Swine - Wean to Feeder,2
Rex Halso & Son # 2,Wilmington,Duplin,34.9292,-77.7242,3285,Swine - Feeder to Finish,3
"GAB Farms, LLC",Wilmington,Duplin,34.8742,-77.7972,3279,Swine - Wean to Finish,6
David G. Herring Swine Farm,Raleigh,Johnston,35.293,-78.3487,3274,Swine - Feeder to Finish,3
King Pens,Wilmington,Duplin,34.82,-77.73,3268,Swine - Farrow to Wean,1
Dismal Farms,Raleigh,Johnston,35.337392,-78.493216,3268,Swine - Feeder to Finish,3
Hickman Farm,Washington,Pitt,35.4253,-77.315733,3268,Swine - Feeder to Finish,3
"Lafayette Farms, LLC L-2",Fayetteville,Sampson,34.935422,-78.44343,3267,Swine - Feeder to Finish,3
"Earth Right Farms, Inc.",Wilmington,Duplin,35.1308,-78.0172,3261,Multiple,7
Gillespie Farm LLC,Fayetteville,Bladen,34.582997,-78.614869,3252,Swine - Feeder to Finish,3
Six Forks Farm,Wilmington,Pender,34.6,-77.9067,3252,Swine - Feeder to Finish,3
South River Farm,Fayetteville,Sampson,34.650745,-78.307255,3252,Swine - Feeder to Finish,3
Mott Farm,Fayetteville,Sampson,34.674513,-78.262855,3252,Swine - Farrow to Wean,1
Wyne Creek Farm,Fayetteville,Sampson,34.745392,-78.258733,3252,Swine - Farrow to Wean,1
Lynn Tew Farm,Wilmington,Duplin,34.7814,-78.1011,3252,Swine - Wean to Feeder,2
"Top Hog (Delway 23-1,23-2,23-3,23-4)",Fayetteville,Sampson,34.829697,-78.198055,3252,Swine - Feeder to Finish,3
Morris Barwick Farm,Washington,Lenoir,35.1306,-77.704104,3252,Swine - Wean to Feeder,2
Brewer Sharpsburg Farm,Raleigh,Edgecombe,35.8511,-77.7836,3252,Swine - Feeder to Finish,3
Big H Farm,Wilmington,Duplin,34.7389,-77.7444,3252,Swine - Feeder to Finish,3
James P. Brown Farm,Wilmington,Duplin,34.8767,-77.9133,3252,Swine - Farrow to Wean,1
Charles Massey Farm,Washington,Wayne,35.2694,-78.2764,3252,Swine - Feeder to Finish,3
Alvis Raynor Farm,Wilmington,Duplin,34.7511,-77.765,3248,Swine - Feeder to Finish,3
Vance J. Basden Farm,Wilmington,Duplin,34.9075,-77.6858,3241,Swine - Farrow to Wean,1
